iso3,year,literacy_rate
EAS,2023,96.4899978637695
EAS,2022,96.3600006103516
EAS,2021,96.2200012207031
EAS,2020,96.0899963378906
EAS,2019,95.870002746582
EAS,2018,95.7300033569336
EAS,2017,95.6900024414062
EAS,2016,95.5
EAS,2015,95.3000030517578
EAS,2014,95.0899963378906
EAS,2013,94.620002746582
EAS,2012,94.5400009155273
EAS,2011,94.3000030517578
EAS,2010,94.0800018310547
EAS,2009,94.0899963378906
EAS,2008,93.8199996948242
EAS,2007,93.5100021362305
EAS,2006,92.370002746582
EAS,2005,92.0199966430664
EAS,2004,91.6800003051758
EAS,2003,91.3499984741211
EAS,2002,90.9800033569336
EAS,2001,90.629997253418
EAS,2000,90.3099975585938
EAS,1999,89.9499969482422
EAS,1998,89.629997253418
EAS,1997,89.2699966430664
EAS,1996,84.3000030517578
EAS,1995,83.8399963378906
EAS,1994,83.3000030517578
EAS,1993,82.7699966430664
EAS,1992,82.3300018310547
EAS,1991,81.8399963378906
EAS,1990,81.3300018310547
EAS,1989,80.7600021362305
EAS,1988,80.1399993896484
EAS,1987,76.4100036621094
EAS,1986,75.2600021362305
EAS,1985,74.4300003051758
EAS,1984,73.5100021362305
EAS,1983,72.5299987792969
EAS,1982,71.6100006103516
EAS,1981,70.6399993896484
EAS,1980,69.6100006103516
EAS,1979,68.5199966430664
EAS,1978,67.2900009155273
EAS,1977,66.1999969482422
EAS,1976,65.9899978637695
EAP,2024,96.8499984741211
EAP,2023,96.7200012207031
EAP,2022,96.5899963378906
EAP,2021,96.4499969482422
EAP,2020,96.3099975585938
EAP,2019,96.0999984741211
EAP,2018,95.9499969482422
EAP,2017,95.9300003051758
EAP,2016,95.7399978637695
EAP,2015,95.5400009155273
EAP,2014,95.3399963378906
EAP,2013,94.9300003051758
EAP,2012,94.8600006103516
EAP,2011,94.629997253418
EAP,2010,94.4100036621094
EAP,2009,94.3600006103516
EAP,2008,94.0800018310547
EAP,2007,93.7799987792969
EAP,2006,92.5699996948242
EAP,2005,92.2200012207031
EAP,2004,91.9000015258789
EAP,2003,91.5800018310547
EAP,2002,91.2399978637695
EAP,2001,90.8899993896484
EAP,2000,90.5500030517578
EAP,1999,90.1800003051758
EAP,1998,89.879997253418
EAP,1997,89.5100021362305
EAP,1996,83.9300003051758
EAP,1995,83.4300003051758
EAP,1994,82.870002746582
EAP,1993,82.3099975585938
EAP,1992,81.8199996948242
EAP,1991,81.2900009155273
EAP,1990,80.7300033569336
EAP,1989,80.0999984741211
EAP,1988,79.4199981689453
EAP,1987,75.2200012207031
EAP,1986,74.0
EAP,1985,73.0800018310547
EAP,1984,72.0599975585938
EAP,1983,70.9800033569336
EAP,1982,69.9700012207031
EAP,1981,68.9199981689453
EAP,1980,67.7799987792969
EAP,1979,66.5699996948242
EAP,1978,65.2200012207031
EAP,1977,64.0299987792969
EAP,1976,63.8600006103516
TEA,2024,96.8099975585938
TEA,2023,96.6800003051758
TEA,2022,96.5500030517578
TEA,2021,96.4100036621094
TEA,2020,96.2699966430664
TEA,2019,96.0500030517578
TEA,2018,95.9000015258789
TEA,2017,95.879997253418
TEA,2016,95.6900024414062
TEA,2015,95.4899978637695
TEA,2014,95.2799987792969
TEA,2013,94.870002746582
TEA,2012,94.7900009155273
TEA,2011,94.5699996948242
TEA,2010,94.3399963378906
TEA,2009,94.2900009155273
TEA,2008,94.0100021362305
TEA,2007,93.6999969482422
TEA,2006,92.4800033569336
TEA,2005,92.120002746582
TEA,2004,91.7900009155273
TEA,2003,91.4700012207031
TEA,2002,91.120002746582
TEA,2001,90.7699966430664
TEA,2000,90.4300003051758
TEA,1999,90.0500030517578
TEA,1998,89.7399978637695
TEA,1997,89.370002746582
TEA,1996,83.7099990844727
TEA,1995,83.1999969482422
TEA,1994,82.629997253418
TEA,1993,82.0599975585938
TEA,1992,81.5699996948242
TEA,1991,81.0299987792969
TEA,1990,80.4599990844727
TEA,1989,79.8199996948242
TEA,1988,79.129997253418
TEA,1987,74.879997253418
TEA,1986,73.6399993896484
TEA,1985,72.7099990844727
TEA,1984,71.6699981689453
TEA,1983,70.5800018310547
TEA,1982,69.5500030517578
TEA,1981,68.4800033569336
TEA,1980,67.3300018310547
TEA,1979,66.1100006103516
TEA,1978,64.7300033569336
TEA,1977,63.5299987792969
TEA,1976,63.3499984741211
ECS,2023,98.7699966430664
ECS,2022,98.75
ECS,2021,98.7399978637695
ECS,2020,98.6100006103516
ECS,2019,98.5699996948242
ECS,2018,98.5
ECS,2017,98.4100036621094
ECS,2016,98.3300018310547
ECS,2015,98.2699966430664
ECS,2014,98.2200012207031
ECS,2013,98.1800003051758
ECS,2012,98.120002746582
ECS,2011,98.0199966430664
ECS,2010,97.870002746582
ECS,2009,97.7099990844727
ECS,2008,97.4499969482422
ECS,2007,97.3300018310547
ECS,2006,97.25
ECS,2005,97.1900024414062
ECS,2004,97.0699996948242
ECS,2003,96.9899978637695
ECS,2002,96.9000015258789
ECS,2000,96.6399993896484
ECS,1999,96.5400009155273
ECS,1998,96.4199981689453
ECS,1997,96.2600021362305
ECS,1996,96.129997253418
ECS,1995,95.9499969482422
ECS,1994,95.8000030517578
ECA,2024,99.0199966430664
ECA,2023,98.9599990844727
ECA,2022,98.9100036621094
ECA,2021,98.870002746582
ECA,2020,98.8300018310547
ECA,2019,98.8000030517578
ECA,2018,98.6600036621094
ECA,2017,98.5899963378906
ECA,2016,98.4800033569336
ECA,2015,98.3600006103516
ECA,2014,98.2900009155273
ECA,2013,98.2099990844727
ECA,2012,98.129997253418
ECA,2011,97.870002746582
ECA,2010,97.4199981689453
ECA,2009,96.8499984741211
ECA,2008,96.0199966430664
ECA,2007,95.9000015258789
ECA,2006,95.7300033569336
ECA,2005,95.8399963378906
ECA,2004,95.5599975585938
ECA,2003,95.4599990844727
ECA,2002,95.3300018310547
ECA,2001,95.1800003051758
ECA,2000,95.0299987792969
ECA,1999,94.6699981689453
ECA,1998,94.4599990844727
ECA,1997,94.1600036621094
ECA,1996,93.9599990844727
ECA,1995,93.6399993896484
ECA,1994,93.4300003051758
ECA,1993,93.2200012207031
ECA,1992,93.0100021362305
ECA,1991,92.7699966430664
ECA,1990,92.5199966430664
ECA,1989,92.2799987792969
ECA,1988,92.1800003051758
TEC,2024,99.3899993896484
TEC,2023,99.3600006103516
TEC,2022,99.3300018310547
TEC,2021,99.3099975585938
TEC,2020,99.2900009155273
TEC,2019,99.2699966430664
TEC,2018,99.1999969482422
TEC,2017,99.0899963378906
TEC,2016,99.0299987792969
TEC,2015,98.9700012207031
TEC,2014,98.9199981689453
TEC,2013,98.879997253418
TEC,2012,98.8399963378906
TEC,2011,98.6999969482422
TEC,2010,98.4800033569336
TEC,2009,98.1999969482422
TEC,2008,97.75
TEC,2007,97.6500015258789
TEC,2006,97.5699996948242
TEC,2005,97.620002746582
TEC,2004,97.4800033569336
TEC,2003,97.4300003051758
TEC,2002,97.3600006103516
TEC,2001,97.2799987792969
TEC,2000,97.2099990844727
TEC,1999,97.0199966430664
TEC,1998,96.9400024414062
TEC,1997,96.629997253418
TEC,1996,96.4899978637695
TEC,1995,96.3000030517578
TEC,1994,96.1399993896484
TEC,1993,95.9899978637695
TEC,1992,95.8399963378906
TEC,1991,95.6699981689453
TEC,1990,95.5100021362305
TEC,1989,95.3300018310547
TEC,1988,95.2300033569336
TEC,1987,95.0299987792969
TEC,1986,94.8499984741211
TEC,1985,94.6600036621094
TEC,1984,94.4800033569336
TEC,1983,93.6100006103516
HPC,2024,66.629997253418
HPC,2023,66.3000030517578
HPC,2022,65.870002746582
HPC,2021,65.4199981689453
HPC,2020,64.9599990844727
HPC,2019,64.7099990844727
HPC,2018,64.5400009155273
HPC,2017,62.5800018310547
HPC,2016,61.4599990844727
HPC,2015,60.8499984741211
HPC,2014,60.2700004577637
HPC,2013,59.7400016784668
HPC,2012,58.6699981689453
HPC,2011,57.2900009155273
HPC,2010,55.060001373291
HPC,2009,54.0400009155273
HPC,2008,53.8199996948242
HPC,2007,53.5200004577637
HPC,2006,52.1199989318848
HPC,2005,53.7799987792969
HPC,2004,53.5299987792969
HPC,2003,52.9900016784668
HPC,2002,52.4500007629395
HPC,2001,51.7299995422363
HPC,2000,50.9099998474121
HPC,1999,49.9199981689453
HPC,1998,49.0999984741211
HPC,1997,48.6300010681152
HPC,1996,47.9900016784668
HPC,1995,47.5400009155273
HPC,1994,47.25
HPC,1993,46.8400001525879
HPC,1992,46.4500007629395
HPC,1991,46.1800003051758
HPC,1990,45.810001373291
HPC,1989,45.2599983215332
HPC,1988,44.7099990844727
HPC,1987,44.2900009155273
HPC,1986,43.6599998474121
IBD,2024,90.6900024414062
IBD,2023,90.4400024414062
IBD,2022,90.1699981689453
IBD,2021,89.8600006103516
IBD,2020,89.6399993896484
IBD,2019,89.3399963378906
IBD,2018,89.2900009155273
IBD,2017,89.0599975585938
IBD,2016,88.870002746582
IBD,2015,88.6900024414062
IBD,2014,88.4100036621094
IBD,2013,88.0500030517578
IBD,2012,87.8000030517578
IBD,2011,87.4499969482422
IBD,2010,87.1600036621094
IBD,2009,86.620002746582
IBD,2008,86.1699981689453
IBD,2007,85.6999969482422
IBD,2006,84.8199996948242
IBD,2005,84.5299987792969
IBD,2004,84.5
IBD,2003,84.0999984741211
IBD,2002,83.5100021362305
IBD,2001,83.1100006103516
IBD,2000,82.7900009155273
IBD,1999,82.2600021362305
IBD,1998,81.7799987792969
IBD,1997,80.0899963378906
IBD,1996,77.120002746582
IBD,1995,76.5100021362305
IBD,1994,75.870002746582
IBD,1993,75.25
IBD,1992,74.629997253418
IBD,1991,73.9800033569336
IBD,1990,73.3300018310547
IBD,1989,72.6500015258789
IBD,1988,72.0199966430664
IBD,1987,69.8899993896484
IBD,1986,69.0500030517578
IBD,1985,68.3300018310547
IBD,1984,67.5699996948242
IBD,1983,66.6900024414062
IBD,1982,65.9499969482422
IBD,1981,65.1800003051758
IBD,1980,64.3899993896484
IBD,1979,63.5699996948242
IBD,1978,62.689998626709
IBD,1977,61.8499984741211
IBD,1976,61.4799995422363
IBD,1975,61.2799987792969
IBT,2024,85.8199996948242
IBT,2023,85.6100006103516
IBT,2022,85.379997253418
IBT,2021,85.0999984741211
IBT,2020,84.8899993896484
IBT,2019,84.6500015258789
IBT,2018,84.620002746582
IBT,2017,84.25
IBT,2016,84.0299987792969
IBT,2015,83.6399993896484
IBT,2014,83.1600036621094
IBT,2013,82.7799987792969
IBT,2012,82.4100036621094
IBT,2011,82.1699981689453
IBT,2010,81.7600021362305
IBT,2009,81.0400009155273
IBT,2008,80.6399993896484
IBT,2007,80.2200012207031
IBT,2006,79.5199966430664
IBT,2005,79.5800018310547
IBT,2004,79.5699996948242
IBT,2003,79.1600036621094
IBT,2002,78.5800018310547
IBT,2001,78.1500015258789
IBT,2000,77.7799987792969
IBT,1999,77.4899978637695
IBT,1998,77.0199966430664
IBT,1997,75.4700012207031
IBT,1996,72.9499969482422
IBT,1995,72.4000015258789
IBT,1994,71.8300018310547
IBT,1993,71.25
IBT,1992,70.6600036621094
IBT,1991,70.0400009155273
IBT,1990,69.4700012207031
IBT,1989,68.8000030517578
IBT,1988,68.1900024414062
IBT,1987,66.2699966430664
IBT,1986,65.4800033569336
IBT,1985,64.8199996948242
IBT,1984,64.120002746582
IBT,1983,63.3199996948242
IBT,1982,62.6500015258789
IBT,1981,61.9599990844727
IBT,1980,61.25
IBT,1979,60.5200004577637
IBT,1978,59.7400016784668
IBT,1977,59.0
IBT,1976,58.6399993896484
IBT,1975,58.4700012207031
IDB,2024,69.1900024414062
IDB,2023,68.8600006103516
IDB,2022,68.5400009155273
IDB,2021,68.2099990844727
IDB,2020,67.870002746582
IDB,2019,67.5199966430664
IDB,2018,67.4300003051758
IDB,2017,65.0599975585938
IDB,2016,64.8499984741211
IDB,2015,64.129997253418
IDB,2014,63.4000015258789
IDB,2013,62.5099983215332
IDB,2012,62.6199989318848
IDB,2011,61.4199981689453
IDB,2010,61.2299995422363
IDB,2009,60.7599983215332
IDB,2008,60.5299987792969
IDB,2007,59.5800018310547
IDB,2006,61.0400009155273
IDB,2005,60.3499984741211
IDB,2004,60.7999992370605
IDB,2003,60.0800018310547
IDB,2002,58.9500007629395
IDB,2001,58.189998626709
IDB,2000,57.3899993896484
IDB,1999,59.6199989318848
IDB,1998,58.8300018310547
IDB,1997,58.0900001525879
IDB,1996,57.3199996948242
IDB,1995,56.5200004577637
IDB,1994,56.2000007629395
IDB,1993,55.5
IDB,1992,53.8199996948242
IDB,1991,52.1699981689453
IDB,1990,51.5900001525879
IDB,1989,50.8800010681152
IDB,1988,50.2999992370605
IDB,1987,49.6100006103516
IDB,1986,48.9300003051758
IDB,1985,48.5800018310547
IDB,1984,48.2400016784668
IDB,1983,47.9000015258789
IDB,1982,47.6100006103516
IDB,1981,47.2999992370605
IDB,1980,47.0200004577637
IDX,2024,70.9199981689453
IDX,2023,70.620002746582
IDX,2022,70.2399978637695
IDX,2021,69.8000030517578
IDX,2020,69.3000030517578
IDX,2019,69.0899963378906
IDX,2018,68.8300018310547
IDX,2017,67.4100036621094
IDX,2016,66.6100006103516
IDX,2015,64.879997253418
IDX,2014,63.1199989318848
IDX,2013,62.6199989318848
IDX,2012,60.8499984741211
IDX,2011,61.3800010681152
IDX,2010,59.8699989318848
IDX,2009,57.4900016784668
IDX,2008,57.2799987792969
IDX,2007,56.9099998474121
IDX,2006,55.8300018310547
IDX,2005,58.0699996948242
IDX,2004,57.6699981689453
IDX,2003,57.0800018310547
IDX,2002,56.4599990844727
IDX,2001,55.75
IDX,2000,55.0499992370605
IDX,1999,54.1800003051758
IDX,1998,53.3400001525879
IDX,1997,51.8199996948242
IDX,1996,51.1500015258789
IDX,1995,50.5999984741211
IDX,1994,49.9199981689453
IDX,1993,49.1699981689453
IDX,1992,48.7000007629395
IDX,1991,48.310001373291
IDX,1990,47.9199981689453
IDX,1989,47.3800010681152
IDX,1988,46.8499984741211
IDX,1987,45.939998626709
IDX,1986,45.4599990844727
IDX,1985,45.0900001525879
IDX,1984,44.6800003051758
IDX,1983,44.2900009155273
IDX,1982,43.9799995422363
IDX,1981,43.7000007629395
IDA,2024,70.0500030517578
IDA,2023,69.7300033569336
IDA,2022,69.3600006103516
IDA,2021,68.9400024414062
IDA,2020,68.4800033569336
IDA,2019,68.2099990844727
IDA,2018,68.0
IDA,2017,66.9100036621094
IDA,2016,66.3199996948242
IDA,2015,64.9199981689453
IDA,2014,63.5099983215332
IDA,2013,62.8800010681152
IDA,2012,61.7599983215332
IDA,2011,61.689998626709
IDA,2010,60.6300010681152
IDA,2009,58.8800010681152
IDA,2008,58.4300003051758
IDA,2007,57.8499984741211
IDA,2006,57.6599998474121
IDA,2005,58.9099998474121
IDA,2004,58.8199996948242
IDA,2003,58.1800003051758
IDA,2002,57.3800010681152
IDA,2001,56.6599998474121
IDA,2000,55.9199981689453
IDA,1999,56.2999992370605
IDA,1998,55.4799995422363
IDA,1997,54.2099990844727
IDA,1996,53.4900016784668
IDA,1995,52.8600006103516
IDA,1994,52.189998626709
IDA,1993,51.4700012207031
IDA,1992,50.5900001525879
IDA,1991,49.7799987792969
IDA,1990,49.3300018310547
IDA,1989,48.7400016784668
IDA,1988,48.2000007629395
IDA,1987,47.3800010681152
IDA,1986,46.8400001525879
IDA,1985,46.4799995422363
IDA,1984,46.1100006103516
IDA,1983,45.75
IDA,1982,45.439998626709
IDA,1981,45.1500015258789
IDA,1980,44.8800010681152
LTE,2024,96.8499984741211
LTE,2023,96.7300033569336
LTE,2022,96.6100006103516
LTE,2021,96.4800033569336
LTE,2020,96.3600006103516
LTE,2019,96.2300033569336
LTE,2018,96.0999984741211
LTE,2017,95.9499969482422
LTE,2016,95.7900009155273
LTE,2015,95.5699996948242
LTE,2014,95.4100036621094
LTE,2013,95.3199996948242
LTE,2012,95.2399978637695
LTE,2011,95.0500030517578
LTE,2010,94.6600036621094
LTE,2009,94.5299987792969
LTE,2008,94.2600021362305
LTE,2007,94.0400009155273
LTE,2006,93.0400009155273
LTE,2005,92.75
LTE,2004,92.4700012207031
LTE,2003,92.1999969482422
LTE,2002,91.8099975585938
LTE,2001,91.5100021362305
LTE,2000,91.1999969482422
LTE,1999,90.9300003051758
LTE,1998,90.6500015258789
LTE,1997,90.3000030517578
LTE,1996,85.6500015258789
LTE,1995,85.2300033569336
LTE,1994,84.7799987792969
LTE,1993,84.3399963378906
LTE,1992,83.879997253418
LTE,1991,83.4000015258789
LTE,1990,82.8899993896484
LTE,1989,82.379997253418
LTE,1988,81.8199996948242
LTE,1987,78.4400024414062
LTE,1986,77.6900024414062
LTE,1985,76.9400024414062
LTE,1984,76.120002746582
LTE,1983,75.2600021362305
LTE,1982,74.4499969482422
LTE,1981,73.5999984741211
LTE,1980,72.6900024414062
LTE,1979,71.7399978637695
LTE,1978,70.6699981689453
LTE,1977,69.7200012207031
LTE,1976,69.5899963378906
LCN,2024,94.9499969482422
LCN,2023,94.8300018310547
LCN,2022,94.6800003051758
LCN,2021,94.5
LCN,2020,94.3300018310547
LCN,2019,94.2699966430664
LCN,2018,94.0999984741211
LCN,2017,93.9199981689453
LCN,2016,93.8899993896484
LCN,2015,93.4499969482422
LCN,2014,93.3099975585938
LCN,2013,92.8099975585938
LCN,2012,92.8300018310547
LCN,2011,92.5199966430664
LCN,2010,91.8199996948242
LCN,2009,91.9000015258789
LCN,2008,91.7099990844727
LCN,2007,91.4100036621094
LCN,2006,90.5699996948242
LCN,2005,90.3600006103516
LCN,2004,90.379997253418
LCN,2003,90.0999984741211
LCN,2002,89.4000015258789
LCN,2001,89.1100006103516
LCN,2000,88.9199981689453
LCN,1999,88.620002746582
LCN,1998,88.2900009155273
LCN,1997,87.9300003051758
LCN,1996,87.6500015258789
LCN,1995,87.2600021362305
LCN,1994,86.620002746582
LCN,1993,85.9800033569336
LCN,1992,85.3199996948242
LCN,1991,84.6500015258789
LCN,1990,83.9700012207031
LCN,1989,83.6500015258789
LCN,1988,83.2300033569336
LCN,1987,82.7799987792969
LCN,1986,82.4800033569336
LCN,1985,82.129997253418
LCN,1984,81.7799987792969
LCN,1983,81.4100036621094
LCN,1982,81.0299987792969
LCN,1981,80.6399993896484
LCN,1980,80.2300033569336
LCN,1979,79.8600006103516
LCN,1978,79.4499969482422
LCN,1977,78.9899978637695
LCN,1976,78.5500030517578
LCN,1975,78.1500015258789
LCN,1974,78.129997253418
LAC,2024,94.7099990844727
LAC,2023,94.5800018310547
LAC,2022,94.4300003051758
LAC,2021,94.2399978637695
LAC,2020,94.0500030517578
LAC,2019,93.9899978637695
LAC,2018,93.8099975585938
LAC,2017,93.6100006103516
LAC,2016,93.5599975585938
LAC,2015,93.1100006103516
LAC,2014,92.9800033569336
LAC,2013,92.5100021362305
LAC,2012,92.5199966430664
LAC,2011,92.1900024414062
LAC,2010,91.3600006103516
LAC,2009,91.4100036621094
LAC,2008,91.2099990844727
LAC,2007,90.8899993896484
LAC,2006,90.0599975585938
LAC,2005,89.9100036621094
LAC,2004,89.9499969482422
LAC,2003,89.6600036621094
LAC,2002,88.8899993896484
LAC,2001,88.5999984741211
LAC,2000,88.4100036621094
LAC,1999,88.0899963378906
LAC,1998,87.75
LAC,1997,87.3899993896484
LAC,1996,87.0999984741211
LAC,1995,86.6999969482422
LAC,1994,86.0199966430664
LAC,1993,85.3300018310547
LAC,1992,84.629997253418
LAC,1991,83.9199981689453
LAC,1990,83.1999969482422
LAC,1989,82.870002746582
LAC,1988,82.4700012207031
LAC,1987,82.0500030517578
LAC,1986,81.7399978637695
LAC,1985,81.3899993896484
LAC,1984,81.0199966430664
LAC,1983,80.6500015258789
LAC,1982,80.2600021362305
LAC,1981,79.870002746582
LAC,1980,79.4499969482422
LAC,1979,79.0800018310547
LAC,1978,78.6600036621094
LAC,1977,78.1900024414062
LAC,1976,77.7399978637695
LAC,1975,77.3099975585938
LAC,1974,77.2900009155273
TLA,2024,94.879997253418
TLA,2023,94.75
TLA,2022,94.5999984741211
TLA,2021,94.4100036621094
TLA,2020,94.2300033569336
TLA,2019,94.1699981689453
TLA,2018,94.0
TLA,2017,93.8099975585938
TLA,2016,93.7799987792969
TLA,2015,93.3300018310547
TLA,2014,93.1800003051758
TLA,2013,92.6699981689453
TLA,2012,92.6900024414062
TLA,2011,92.370002746582
TLA,2010,91.6399993896484
TLA,2009,91.7200012207031
TLA,2008,91.5299987792969
TLA,2007,91.2099990844727
TLA,2006,90.3499984741211
TLA,2005,90.129997253418
TLA,2004,90.1500015258789
TLA,2003,89.8600006103516
TLA,2002,89.1399993896484
TLA,2001,88.8399963378906
TLA,2000,88.6500015258789
TLA,1999,88.3399963378906
TLA,1998,88.0
TLA,1997,87.629997253418
TLA,1996,87.3399963378906
TLA,1995,86.9400024414062
TLA,1994,86.2900009155273
TLA,1993,85.620002746582
TLA,1992,84.9499969482422
TLA,1991,84.2600021362305
TLA,1990,83.5699996948242
TLA,1989,83.25
TLA,1988,82.8099975585938
TLA,1987,82.3499984741211
TLA,1986,82.0500030517578
TLA,1985,81.6999969482422
TLA,1984,81.3300018310547
TLA,1983,80.9599990844727
TLA,1982,80.5699996948242
TLA,1981,80.1800003051758
TLA,1980,79.75
TLA,1979,79.379997253418
TLA,1978,78.9499969482422
TLA,1977,78.4800033569336
TLA,1976,78.0299987792969
TLA,1975,77.620002746582
TLA,1974,77.5999984741211
